time,x,y,y_vel,x_vel,yaw,yawrate,steering_angle
9.24,18.7539821508874,-0.071832388525206,8.72943034409632,-0.001255290208096,90.4130601160724,0.190968377560745,-0.1849330118717
9.25,18.8413945681312,-0.0724766258349517,8.75278465970368,-0.00125313758831707,90.4149724045849,0.191473262823029,-0.1849330118717
9.26,18.9290329721828,-0.0731253115799094,8.7761108597318,-0.00125094918846096,90.4168895792388,0.191977554293981,-0.1849330118717
9.27,19.0169115093723,-0.0737787512223128,8.79940713057852,-0.00124872278605268,90.418811946053,0.192481214165176,-0.1849330118717
9.28,19.1050161305455,-0.0744366928178791,8.82267517149496,-0.00124646068588083,90.4207392014138,0.192984278956455,-0.1849330118717
9.29,19.193360878591,-0.0750994433200458,8.84591317526566,-0.00124416069526129,90.4226716491364,0.193486711110033,-0.1849330118717
9.3,19.2819292985094,-0.0757666992765124,8.86912314913171,-0.00124182548173708,90.4246089335759,0.193988553606862,-0.1849330118717
9.31,19.3707366043697,-0.0764387942124348,8.89230313375456,-0.00123945263391994,90.4265513839053,0.194489765820429,-0.1849330118717
9.32,19.459770148936,-0.0771154981364218,8.91545466601116,-0.00123704425833952,90.4284987268097,0.194990380482332,-0.1849330118717
9.33,19.5490399050682,-0.0777970417098501,8.93857643858906,-0.00123459885409571,90.4304511781533,0.195490370771882,-0.1849330118717
9.34,19.6385363501204,-0.0784832570730695,8.96166959884621,-0.0012321179657848,90.4324085321952,0.195989761623857,-0.1849330118717
9.35,19.7282667547043,-0.0791743208842538,8.98473317779084,-0.00122960040670912,90.4343709463843,0.196488533271435,-0.1849330118717
9.36,19.8182255608499,-0.0798701446058549,9.00776782742554,-0.00122704718337839,90.4363383007189,0.196986699718709,-0.1849330118717
9.37,19.9084166333185,-0.0805708362722849,9.03077300611942,-0.00122445775506217,90.4383106790087,0.197484250276699,-0.1849330118717
9.38,19.9988354539705,-0.0812763284010654,9.05374923581419,-0.00122183285088616,90.4402879837498,0.19798119661867,-0.1849330118717
9.39,20.0894862535988,-0.081986737815757,9.0766959268138,-0.00121917188093953,90.4422703066926,0.198477526943789,-0.1849330118717
9.4,20.1803636751268,-0.0827019782414597,9.09961371026428,-0.00121647574463561,90.4442575321884,0.198973255066819,-0.1849330118717
9.41,20.2714720744585,-0.0834221694933725,9.12250198038113,-0.00121374378084842,90.4462497547085,0.199468368842801,-0.1849330118717
9.42,20.3628078863413,-0.0841472628802983,9.14536114136038,-0.00121097659110932,90.448246897373,0.199962877365325,-0.1849330118717
9.43,20.4543766189825,-0.0848774052795753,9.1681904362741,-0.00120817341777454,90.4502490796149,0.200456765324597,-0.1849330118717
9.44,20.5461657439888,-0.08561235162718,9.19099142291142,-0.00120533625463212,90.4522560306153,0.200950065740368,-0.1849330118717
9.45,20.6381897145655,-0.0863524449799339,9.21376219366592,-0.00120246290181522,90.4542680633781,0.201442739530185,-0.1849330118717
9.46,20.7304349039644,-0.08709741397355,9.2365044521753,-0.00119955554742865,90.4562848833071,0.201934822633818,-0.1849330118717
9.47,20.8229147960645,-0.0878475841708994,9.25921640918992,-0.001196612160285,90.4583067824789,0.2024262784805,-0.1849330118717
9.48,20.9156130173087,-0.0886026199055528,9.28190012965405,-0.00119363533042643,90.4603334068303,0.202917150484608,-0.1849330118717
9.49,21.0085469047755,-0.0893629361774095,9.30455332001714,-0.00119062238234352,90.4623651318796,0.203407391812332,-0.1849330118717
9.5,21.1016977300412,-0.0901281399122124,9.32717835908093,-0.00118757633427835,90.4644015525577,0.203897051974644,-0.1849330118717
9.51,21.1950840423102,-0.0908986779662361,9.34977278833388,-0.00118449440374729,90.4664430706762,0.204386080699204,-0.1849330118717
9.52,21.2886866957794,-0.091674144071313,9.37233904792543,-0.00118137955324102,90.4684892721016,0.204874529133796,-0.1849330118717
9.53,21.3825209069352,-0.0924549121291594,9.39487510849935,-0.00117822952327368,90.4705404865439,0.205362355732147,-0.1849330118717
9.54,21.4765775671015,-0.0932408026698087,9.41738210698244,-0.00117504576902243,90.4725965171414,0.205849584680814,-0.1849330118717
9.55,21.5708605017981,-0.094031931679017,9.43985949492906,-0.00117182776294209,90.4746574470439,0.206336205141138,-0.1849330118717
9.56,21.6653679757637,-0.0948282876376679,9.46230744965343,-0.00116857579905404,90.4767232390189,0.206822221391093,-0.1849330118717
9.57,21.7601027480606,-0.0956299633306678,9.48472556013078,-0.00116528959064219,90.4787939531528,0.207307625316651,-0.1849330118717
9.58,21.855055567153,-0.0964367700435586,9.50711499322524,-0.00116197053411467,90.4808693894424,0.20779244159314,-0.1849330118717
9.59,21.9502356378355,-0.097248951984497,9.52947449104991,-0.00115861735659349,90.4829497475738,0.20827664470062,-0.1849330118717
9.6,22.0456379851135,-0.0980664211951267,9.55180465826394,-0.00115523088464176,90.4850349201708,0.208760247781008,-0.1849330118717
9.61,22.1412670091883,-0.0988893109302829,9.57410486571865,-0.00115181042573654,90.4871250029063,0.209243238479711,-0.1849330118717
9.62,22.2371128591799,-0.0997174135641021,9.59637636818987,-0.00114835763289413,90.4892197827573,0.209725642830835,-0.1849330118717
9.63,22.3331880598713,-0.100551059482121,9.61861745833195,-0.00114487059161398,90.4913195314324,0.210207426537701,-0.1849330118717
9.64,22.4294778309299,-0.101389918865715,9.64083005013616,-0.00114135163908237,90.4934239290835,0.210688629127341,-0.1849330118717
9.65,22.525994692141,-0.102234324341479,9.66301243338501,-0.00113779901588654,90.4955332473498,0.211169215962133,-0.1849330118717
9.66,22.6227305531073,-0.103084108121114,9.68516563483514,-0.00113421396099313,90.4976473113328,0.211649208837212,-0.1849330118717
9.67,22.7196924168383,-0.103939471553809,9.70728867282901,-0.00113059546341312,90.499766273193,0.212128588237638,-0.1849330118717
9.68,22.8168686417407,-0.104800155142781,9.72938305520162,-0.00112694534727341,90.5018898810266,0.212607385266929,-0.1849330118717
9.69,22.9142730765212,-0.105666532109226,9.75144688235782,-0.00112326163238537,90.5040184354011,0.213085561731092,-0.1849330118717
9.7,23.01188973595,-0.106538232171239,9.77348224808936,-0.00111954672200899,90.5061515902376,0.213563160775755,-0.1849330118717
9.71,23.1097381452596,-0.107415775015215,9.79548648517478,-0.00111581202816359,90.5082897694278,0.21404016797202,-0.1849330118717
9.72,23.2077956696712,-0.108298618480846,9.8174625885549,-0.00111202611299517,90.510432482698,0.214516567554312,-0.1849330118717
9.73,23.30607685928,-0.109187159551995,9.83940855487246,-0.00110821249471723,90.5125800456504,0.214992345698404,-0.1849330118717
9.74,23.4045756608008,-0.110081274395147,9.86132515106244,-0.00110436751735347,90.5147323274614,0.215467532229831,-0.1849330118717
9.75,23.5032956127034,-0.1109810819733,9.88321185442291,-0.00110049063173998,90.5168894053087,0.215942116233671,-0.1849330118717
9.76,23.6022315518262,-0.111886479428768,9.9050693151795,-0.00109658263733871,90.5190511676931,0.216416111019879,-0.1849330118717
9.77,23.7013897607657,-0.112797658416538,9.92689663685354,-0.00109264262894875,90.5212177513364,0.216889498554319,-0.1849330118717
9.78,23.8007609714032,-0.113714406928501,9.94869503046535,-0.00108867197780793,90.5233889556642,0.2173623035602,-0.1849330118717
9.79,23.9003550365528,-0.114637012498511,9.97046311109075,-0.00108466934523781,90.5255649948919,0.217834498310341,-0.1849330118717
9.8,24.0001615456481,-0.115565230618547,9.9922022494392,-0.0010806362451091,90.5277456436253,0.218306110832043,-0.1849330118717
9.81,24.1001916558642,-0.116499386436881,10.0139108783832,-0.0010765711646529,90.529931144438,0.218777109846972,-0.1849330118717
9.82,24.2004308980251,-0.117439124511141,10.0355909277231,-0.00107247621052679,90.5321211838211,0.219247534611771,-0.1849330118717
9.83,24.300894686448,-0.118384886167935,10.0572402450366,-0.00106834926137222,90.5343160967846,0.219717342123324,-0.1849330118717
9.84,24.4015666589651,-0.11933626220078,10.0788610241982,-0.00106419272462441,90.5365155286926,0.220186576969742,-0.1849330118717
9.85,24.5024631580199,-0.120293723727817,10.1004509786683,-0.0010600042874672,90.5387198347886,0.220655193670166,-0.1849330118717
9.86,24.6035664457716,-0.121256818334104,10.1220125006284,-0.00105578658597857,90.5409286304819,0.221123240483851,-0.1849330118717
9.87,24.7048935203105,-0.122226039710686,10.1435432066295,-0.00105153728869996,90.5431422853359,0.221590669970618,-0.1849330118717
9.88,24.8064278956749,-0.123200966186494,10.1650453221948,-0.00104725877561036,90.5453604418904,0.222057527294818,-0.1849330118717
9.89,24.9081843658476,-0.12418203486828,10.1865167621293,-0.00104294904535081,90.5475834219231,0.22252377100392,-0.1849330118717
9.9,25.0101486289782,-0.125168880361482,10.2079594568778,-0.00103861017438904,90.5498109153463,0.222989440228719,-0.1849330118717
9.91,25.1123314280993,-0.126161830696938,10.2293718767335,-0.0010342407302535,90.5520431560173,0.223454504688222,-0.1849330118717
9.92,25.2147262662424,-0.127160735528303,10.2507548757354,-0.00102984171954679,90.5542800033501,0.223918981932319,-0.1849330118717
9.93,25.3173411909267,-0.128165851891368,10.2721072916308,-0.00102541206297016,90.5565216327309,0.224382849138596,-0.1849330118717
9.94,25.4201584244194,-0.129176706703799,10.2934315528376,-0.00102095432706881,90.5587676583959,0.224846155144809,-0.1849330118717
9.95,25.5231955250164,-0.130193827841751,10.3147251723368,-0.00101646612830912,90.5610184624325,0.225308850717328,-0.1849330118717
9.96,25.6264427313893,-0.131216968181564,10.3359894653999,-0.00101194892690824,90.5632738332596,0.225770962478144,-0.1849330118717
9.97,25.729906128087,-0.132246332418843,10.3572235388593,-0.00100740194046502,90.5655339036822,0.22623247299737,-0.1849330118717
9.98,25.833576813398,-0.133281694453285,10.378428593611,-0.00100282647384956,90.5677984807458,0.226693406613141,-0.1849330118717
9.99,25.937465730839,-0.134323402379288,10.39960305262,-0.000998221115593347,90.5700678029532,0.227153732322158,-0.1849330118717
10,26.0415582809202,-0.135371061245876,10.4207489205278,-0.00099358793258332,90.5723415534092,0.227613490363486,-0.1849330118717
10.01,26.145872714834,-0.13642523584238,10.4418635899281,-0.000988939284774566,90.5746201298148,0.228072671164671,-0.1849330118717
10.02,26.2503889231352,-0.137485365881093,10.4629498465454,-0.000984242676406399,90.5769030953707,0.228531244252523,-0.1849330118717
10.03,26.3551194833532,-0.138551852765484,10.4840058761528,-0.000979521184967602,90.579190723949,0.228989211608387,-0.1849330118717
10.04,26.4600580211258,-0.139624538361909,10.5050325342561,-0.000974771819806916,90.5814828774677,0.229446599981408,-0.1849330118717
10.05,26.5652095856315,-0.140703603947472,10.5260290648578,-0.000969994035066908,90.5837796663909,0.229903393153564,-0.1849330118717
10.06,26.6705673722878,-0.14178887652219,10.546996387542,-0.000965188750376461,90.5860809432575,0.230359609634912,-0.1849330118717
10.07,26.7761372137602,-0.142880561922607,10.5679336343529,-0.000960355220894259,90.588386835599,0.230815232327375,-0.1849330118717
10.08,26.8819145978057,-0.14397855533967,10.5888414016971,-0.000955494106120849,90.5906972458295,0.231270273242313,-0.1849330118717
10.09,26.9879059814064,-0.145083085196564,10.6097187283419,-0.000950604589214761,90.5930123151459,0.231724713622955,-0.1849330118717
10.1,27.0940973059943,-0.14619375105623,10.630567574547,-0.0009456885965725,90.5953317380488,0.232178592342482,-0.1849330118717
10.11,27.2005059732556,-0.14731111903167,10.6513854179798,-0.000940743878382762,90.5976558940889,0.232631859879351,-0.1849330118717
10.12,27.3071131304783,-0.148434638106444,10.6721749068371,-0.000935773007801316,90.5999843733133,0.233084568749277,-0.1849330118717
10.13,27.4139362954714,-0.149564882714894,10.6929334961758,-0.000930773725388703,90.6023175579021,0.233536669070185,-0.1849330118717
10.14,27.5209596870567,-0.15070139229612,10.713663402167,-0.000925748198648615,90.6046551047119,0.233988204778574,-0.1849330118717
10.15,27.6281977043943,-0.151844649369635,10.7343625193875,-0.00092069459732126,90.6069973280986,0.23443913472035,-0.1849330118717
10.16,27.7356345949797,-0.15299418923275,10.7550330670011,-0.000915615074264006,90.609343885447,0.234889502852241,-0.1849330118717
10.17,27.8432833276941,-0.154150452897469,10.7756731405197,-0.000910507996131931,90.6116950600245,0.235339272014255,-0.1849330118717
10.18,27.9511354733151,-0.155313204591851,10.7962839106479,-0.000905374558087813,90.6140506687653,0.23578846552022,-0.1849330118717
10.19,28.0591968788456,-0.156482662083734,10.8168644940581,-0.000900214058042633,90.6164108397744,0.236237066307761,-0.1849330118717
10.2,28.1674599491097,-0.157658613512738,10.8374159452022,-0.000895027576976556,90.6187754081176,0.236685095382621,-0.1849330118717
10.21,28.2759323913898,-0.158841339134696,10.8579371089974,-0.000889814200703865,90.6211445425232,0.237132530376305,-0.1849330118717
10.22,28.3846056296407,-0.160030592645226,10.8784291856764,-0.000884575121320799,90.6235180566156,0.23757939512529,-0.1849330118717
10.23,28.4934861854084,-0.161226616682013,10.8988911910669,-0.000879309547161894,90.6258960932852,0.238025670619644,-0.1849330118717
10.24,28.6025701500414,-0.162429316631133,10.9193236497044,-0.000874018103373536,90.6282785679647,0.238471367431364,-0.1849330118717
10.25,28.7118612897224,-0.163638848142284,10.9397259735799,-0.000868700375854581,90.6306655635061,0.238916474330401,-0.1849330118717
10.26,28.8213511156196,-0.164854962362217,10.9600993579152,-0.000863357535160938,90.6330568953335,0.239361015006521,-0.1849330118717
10.27,28.9310507891237,-0.166078061617157,10.9804421357922,-0.000857988240128219,90.6354528077393,0.239804957114877,-0.1849330118717
10.28,29.0409461541326,-0.167307705116882,11.0007563335261,-0.00085259435622248,90.6378529923764,0.240248340563487,-0.1849330118717
10.29,29.1510485112593,-0.168544302124954,11.0210402613213,-0.000847174525632811,90.6402576966309,0.240691132612389,-0.1849330118717
10.3,29.261352902471,-0.169787719540968,11.0412946023782,-0.00084172949274379,90.6426668129709,0.241133346851838,-0.1849330118717
10.31,29.3718615563461,-0.171038064431884,11.0615189907061,-0.000836259040551009,90.6450803907576,0.241574976421857,-0.1849330118717
10.32,29.482568969324,-0.172295182405975,11.0817141933406,-0.000830763969525639,90.6474983104886,0.242016036544468,-0.1849330118717
10.33,29.5934813326448,-0.173559316044257,11.1018792621655,-0.000825243561404875,90.6499207081064,0.242456509007015,-0.1849330118717
10.34,29.7045919786188,-0.17483026939631,11.1220151378366,-0.000819698749871645,90.6523474386416,0.242896412385795,-0.1849330118717
10.35,29.8159077844679,-0.176108311693848,11.1421207678157,-0.000814128764868528,90.6547786530993,0.243335726436117,-0.1849330118717
10.36,29.9274195478717,-0.177393156707644,11.1621974700807,-0.000808534823619866,90.6572141510596,0.243774477100716,-0.1849330118717
10.37,30.0391379823562,-0.178685209325954,11.1822436230931,-0.000802915700997089,90.6596541674467,0.244212633025637,-0.1849330118717
10.38,30.1510493055702,-0.179984019759288,11.202261226816,-0.000797273149458044,90.6620984016275,0.244650233401482,-0.1849330118717
10.39,30.2631652013453,-0.181290029315232,11.2222485134908,-0.000791605805536769,90.6645471098024,0.245087244131374,-0.1849330118717
10.4,30.3754788923928,-0.182603033101031,11.2422064472345,-0.000785914624185813,90.6670001445078,0.245523684115719,-0.1849330118717
10.41,30.4879941996879,-0.183923198537028,11.2621344224968,-0.000780199211102838,90.669457590051,0.245959541849751,-0.1849330118717
10.42,30.6007059186471,-0.185250373561278,11.2820331736771,-0.000774460302302993,90.6719193333116,0.246394831813793,-0.1849330118717
10.43,30.7136242063761,-0.186584954104497,11.3019011495554,-0.000768712197465134,90.6743855975219,0.24682956745945,-0.1849330118717
10.44,30.826732001871,-0.187926360210228,11.3217408558342,-0.000762920161099079,90.6768560100207,0.247263708829039,-0.1849330118717
10.45,30.9400426356479,-0.189275104479171,11.3415502651381,-0.000757108404177339,90.6793308630407,0.247697255175549,-0.1849330118717
10.46,31.0535467793176,-0.190630881710302,11.3613307330293,-0.000751274085579179,90.6818099530999,0.248130242703048,-0.1849330118717
10.47,31.1672521510519,-0.19199400528118,11.3810810669972,-0.000745416389320868,90.6842934499669,0.248562647251815,-0.1849330118717
10.48,31.2811518809446,-0.193364257167471,11.4008022578875,-0.00073953615380154,90.6867812039603,0.248994488047561,-0.1849330118717
10.49,31.3952505461826,-0.194741837267281,11.4204935824921,-0.00073363285520778,90.6892733160864,0.249425751122946,-0.1849330118717
10.5,31.5095449408394,-0.19612666156052,11.4401554830252,-0.000727706966469621,90.6917697169093,0.249856444959086,-0.1849330118717
10.51,31.6240366556099,-0.197518821928159,11.4597876826688,-0.00072175838519012,90.6942704420555,0.250286564226938,-0.1849330118717
10.52,31.7387235707104,-0.198918271755051,11.4793904638932,-0.000715787380051652,90.6967754458232,0.250716114516359,-0.1849330118717
10.53,31.8536080861274,-0.200325134147584,11.4989634270887,-0.000709793735768481,90.699284781604,0.25114508829715,-0.1849330118717
10.54,31.9686854183013,-0.201739261964078,11.5185072576801,-0.000703778074195027,90.7017983452864,0.251573498876384,-0.1849330118717
10.55,32.0839623971402,-0.203160946611062,11.5380208855142,-0.000697739673774752,90.7043162874322,0.252001325763726,-0.1849330118717
10.56,32.199428114026,-0.204589807698397,11.5575059245132,-0.00069167988814911,90.7068383695702,0.252428600184691,-0.1849330118717
10.57,32.3151007667095,-0.206026573230437,11.5769595780716,-0.000685596783598002,90.7093649917217,0.252855268187074,-0.1849330118717
10.58,32.430949283212,-0.207470084861955,11.5963865271905,-0.000679493912269347,90.7118954728652,0.253281420364771,-0.1849330118717
10.59,32.5470018904802,-0.208921457369838,11.615782450371,-0.000673367970377845,90.7144304331477,0.253706973970914,-0.1849330118717
10.6,32.6632466013155,-0.210380265656586,11.6351491296615,-0.000667220604728819,90.7169696103596,0.25413196294738,-0.1849330118717
10.61,32.7796857510669,-0.211846632573706,11.654486174051,-0.000661051605196795,90.719513056537,0.254556380011201,-0.1849330118717
10.62,32.8963176726758,-0.213320527563955,11.6737938003053,-0.000654861270840551,90.7220607358952,0.254980229457942,-0.1849330118717
10.63,33.0131458486283,-0.214802121142996,11.693071439541,-0.000648649324403438,90.7246127257324,0.255403500461437,-0.1849330118717
10.64,33.1301601194438,-0.216291046760868,11.7123206095536,-0.000642416940155682,90.7271688036738,0.2558262224881,-0.1849330118717
10.65,33.2473795205353,-0.217788091037506,11.7315383588766,-0.000636162167772828,90.7297293887651,0.256248338780823,-0.1849330118717
10.66,33.3647715873352,-0.219291997688333,11.7507296296277,-0.000629888612888457,90.7322937683773,0.256669944726207,-0.1849330118717
10.67,33.4823692354312,-0.220804108357141,11.7698893384673,-0.000623592502524026,90.7348626666763,0.257090943219823,-0.1849330118717
10.68,33.6001497575824,-0.222323552158646,11.7890209340465,-0.000617276661738969,90.7374355854091,0.257511400039767,-0.1849330118717
10.69,33.718126692035,-0.223850905023295,11.8081223001913,-0.000610939693474474,90.7400128230079,0.257931274654299,-0.1849330118717
10.7,33.8362922456932,-0.225385886858975,11.8271946008231,-0.00060458249182993,90.7425942089284,0.258350589723188,-0.1849330118717
10.71,33.95465067823,-0.226928704250262,11.846237143586,-0.000598204695482254,90.7451798376862,0.258769332065266,-0.1849330118717
10.72,34.0731967011072,-0.228479175969184,11.8652507093241,-0.00059180697577263,90.7477695937641,0.259187516760289,-0.1849330118717
10.73,34.1919418716649,-0.230037810074923,11.8842334748694,-0.00058538819405145,90.7503637323317,0.259605108938418,-0.1849330118717
10.74,34.3108607610703,-0.231603594575488,11.9031893417398,-0.000578951119314136,90.752961694534,0.260022183765376,-0.1849330118717
10.75,34.4299775279613,-0.233177557813459,11.9221145342136,-0.000572493292550844,90.7555640129433,0.260438668719871,-0.1849330118717
10.76,34.5492820673789,-0.234759317427988,11.9410105825078,-0.000566015885405002,90.7581704659655,0.260854593337918,-0.1849330118717
10.77,34.6687783734065,-0.236349073479753,11.9598768317383,-0.000559518525079211,90.7607811423861,0.261269945274754,-0.1849330118717
10.78,34.7884582701057,-0.23794651866269,11.9787145181733,-0.000553002190287477,90.7633958629663,0.261684748287182,-0.1849330118717
10.79,34.9083332491748,-0.239552169101027,11.9975218186767,-0.000546465748709647,90.7660148817027,0.262098967553732,-0.1849330118717
10.8,35.0283870187371,-0.241165372456385,12.0163012376638,-0.000539910995579596,90.7686378404539,0.262512651204198,-0.1849330118717
10.81,35.148635549814,-0.242786837625994,12.0350502501783,-0.000533336368105662,90.7712650920169,0.262925750900895,-0.1849330118717
10.82,35.2690659672293,-0.244416052650873,12.0537708320904,-0.000526743240990668,90.7738963534495,0.263338304732841,-0.1849330118717
10.83,35.3896899109787,-0.246053548587695,12.0724611290101,-0.000520130571728821,90.7765318822346,0.263750277142502,-0.1849330118717
10.84,35.5104927710483,-0.247698732970094,12.0911233948398,-0.000513499875067408,90.7791713570227,0.26416171152743,-0.1849330118717
10.85,35.6314888296731,-0.24935225440329,12.1097553575337,-0.000506849773791916,90.7818150936736,0.264572564540135,-0.1849330118717
10.86,35.7526650936752,-0.251013586535876,12.128359021293,-0.000500181736955124,90.7844628064162,0.26498287444734,-0.1849330118717
10.87,35.87403092162,-0.252683168622115,12.1469328835596,-0.000493494846831821,90.7871147025748,0.265392612726894,-0.1849330118717
10.88,35.9955805870523,-0.254360787316428,12.1654778096073,-0.000486789814251598,90.7897706566663,0.265801795891734,-0.1849330118717
10.89,36.1173196399438,-0.256046720037665,12.1839928920948,-0.000480066216425355,90.7924307920629,0.266210406603425,-0.1849330118717
10.9,36.2392369034699,-0.257740509245047,12.202479860241,-0.0004733251668389,90.7950948628268,0.266618478244278,-0.1849330118717
10.91,36.3613441969443,-0.259442710710134,12.2209368160322,-0.000466565622160478,90.7977631308267,0.267025974541325,-0.1849330118717
10.92,36.4836317106884,-0.261152925096652,12.2393652752788,-0.000459788606598871,90.8004353802657,0.267432924545519,-0.1849330118717
10.93,36.6061082636985,-0.262871579681813,12.2577638099583,-0.000452993428285537,90.8031118068522,0.267839300891233,-0.1849330118717
10.94,36.7287626625224,-0.264598208666099,12.276134159688,-0.000446181202445523,90.8057921640962,0.268245136995292,-0.1849330118717
10.95,36.8516122763062,-0.266333628664955,12.2944735360478,-0.000439350443312729,90.8084768368275,0.268650379477447,-0.1849330118717
10.96,36.9746274243534,-0.268076532879184,12.3127866201897,-0.000432504037813891,90.8111651696599,0.269055118093493,-0.1849330118717
10.97,37.0978347772668,-0.26982816047,12.3310691446792,-0.000425639136419019,90.8138577531435,0.26945927219793,-0.1849330118717
10.98,37.2212237040264,-0.271588067494216,12.3493227637486,-0.000418757209663917,90.8165543531417,0.269862872343723,-0.1849330118717
10.99,37.344797722077,-0.273356449130607,12.3675468850809,-0.000411857981873246,90.8192550483347,0.270265907434666,-0.1849330118717
11,37.4685491400731,-0.275132987382843,12.3857427027798,-0.000404942304684186,90.8219596694071,0.270668400284942,-0.1849330118717
11.01,37.5924877966599,-0.276918170194481,12.4039086143004,-0.000398009269601256,90.8246684349835,0.271070320530091,-0.1849330118717
11.02,37.7166014060928,-0.27871146480613,12.4220465502861,-0.00039106016844917,90.8273810739879,0.271471704977227,-0.1849330118717
11.03,37.8409029372954,-0.280513508033663,12.4401544044944,-0.00038409387009982,90.8300978744437,0.271872513469499,-0.1849330118717
11.04,37.9653781738472,-0.282323672139937,12.4582344215608,-0.000377111768842808,90.8328185223936,0.272272788990611,-0.1849330118717
11.05,38.0900425957128,-0.284142717298618,12.4762840876685,-0.000370112518950078,90.8355433616319,0.272672483566541,-0.1849330118717
11.06,38.2148771208255,-0.285969781313359,12.4943064338045,-0.000363097978808513,90.8382719702541,0.273071655102967,-0.1849330118717
11.07,38.3398967276282,-0.287805604185951,12.5122990238225,-0.000356066808994118,90.8410046810298,0.273470257249481,-0.1849330118717
11.08,38.4650959337371,-0.289649963548799,12.5302627059157,-0.000349019668699962,90.8437413733845,0.273868306015459,-0.1849330118717
11.09,38.590477792255,-0.291503040679181,12.5481969564171,-0.000341956337958168,90.8464821159168,0.274265791559291,-0.1849330118717
11.1,38.7160322845372,-0.293364391135297,12.5661033597111,-0.000334877808249784,90.849226687324,0.274662744152045,-0.1849330118717
11.11,38.8417695116546,-0.295234533725104,12.5839802557119,-0.000327783225481287,90.8519753125185,0.275059132234575,-0.1849330118717
11.12,38.9676838648077,-0.297113234882643,12.601828518133,-0.000320673241833797,90.8547278679937,0.275454972301335,-0.1849330118717
11.13,39.0937793296677,-0.29900072311433,12.6196474711679,-0.00031354756204528,90.8574844430974,0.275850251592917,-0.1849330118717
11.14,39.2200483523691,-0.3008966665909,12.6374383069879,-0.000306406940342452,90.8602448710557,0.276244992867049,-0.1849330118717
11.15,39.3464984397578,-0.302801465744339,12.6551997792644,-0.000299250759250957,90.8630093193954,0.276639172512072,-0.1849330118717
11.16,39.4731234474428,-0.304714856372942,12.6729328529888,-0.000292079693995778,90.8657776526065,0.277032808742951,-0.1849330118717
11.17,39.5999278446933,-0.306637093241116,12.6906367721811,-0.00028489343158672,90.8685499708423,0.277425887249499,-0.1849330118717
11.18,39.7269068340578,-0.308567975508189,12.7083122858398,-0.000277692497130555,90.8713261684364,0.277818422232582,-0.1849330118717
11.19,39.8540653109486,-0.31050778172322,12.7259585666032,-0.000270476567957591,90.8741063550789,0.278210397929598,-0.293426313058861
11.2,39.9813961978636,-0.312456195125315,12.7435767372674,-0.000263246269163908,90.8768903743655,0.278601835872151,-0.40191961424604
11.21,40.1089064958809,-0.314417277328291,12.7611645855992,-0.00085266654212211,90.8801601297273,0.368951064365199,-0.40191961424604
11.22,40.2365900217886,-0.316393583022216,12.7787243246352,-0.00118931674492231,90.8841956016848,0.435118850654681,-0.40191961424604
11.23,40.3644506305962,-0.318384864229096,12.7962552309744,-0.00135371960795855,90.8888025375619,0.483279610451898,-0.482946256904813
11.24,40.4924838198589,-0.320390487691953,12.8137579604069,-0.00140811416996567,90.8938182154964,0.518626336930303,-0.563972899563585
11.25,40.620694948174,-0.322413613795685,12.8312303660404,-0.00183654703414214,90.8995049731724,0.611670053882116,-0.563972899563585
11.26,40.7490771473093,-0.324455832893078,12.8486749530056,-0.00203500698237266,90.9059771380956,0.680042128780692,-0.563972899563585
11.27,40.877640875269,-0.326518003517948,12.866089881264,-0.0020769890710139,90.9130553924261,0.729457623297624,-0.640879543443098
11.28,41.006365535117,-0.328597850045968,12.8834784262144,-0.00203081261023869,90.9205325631568,0.766496896345341,-0.717786187322611
11.29,41.1352716969654,-0.330700414961169,12.9008356523409,-0.00234998928139316,90.9286835371628,0.857392270806459,-0.787826166570031
11.3,41.2643484746885,-0.33282677986428,12.9181650440035,-0.00245914456299273,90.9376054809026,0.924215433680568,-0.857866145817438
11.31,41.3935999346656,-0.33497977839378,12.9354641154808,-0.00281882002555403,90.9474183962451,1.03154436746659,-0.857866145817438
11.32,41.5230222004261,-0.337160884536011,12.9527353744591,-0.00293192144112026,90.9581457573606,1.11037316004655,-0.857866145817438
11.33,41.6526185589604,-0.339370535877597,12.9699780801001,-0.00288609531229465,90.9695580648717,1.16803144814112,-0.910052797021394
11.34,41.7823835538594,-0.341608025239314,12.9871929746676,-0.00274738810581068,90.981459157708,1.21067491440032,-0.962239448225349
11.35,41.9123239455354,-0.343876643234956,13.0043774291089,-0.0028437308287493,90.993968543422,1.28555667346816,-0.979406109805597
11.36,42.0424321079038,-0.346176918603953,13.0215342779208,-0.0027938902513954,91.0071102370526,1.34096123074676,-0.996572771385846
11.37,42.1727146000388,-0.348510902007135,13.038661776625,-0.00274704186381049,91.0208156735163,1.39595828785875,-0.996572771385846
11.38,42.3031651492539,-0.350878236106268,13.0557614399722,-0.00261135292676395,91.0349868460865,1.43674828511064,-0.996572771385846
11.39,42.4337864217855,-0.353279816375844,13.0728327013214,-0.00242434430391604,91.0495126511698,1.4669544624133,-0.996572771385846
11.4,42.5645769455432,-0.355715825770706,13.0898757115565,-0.00221370872083912,91.0642984191438,1.48948436644431,-0.996572771385846
11.41,42.6955419367776,-0.358187859461171,13.1068895302578,-0.00199644577871407,91.0792849106723,1.50629219843263,-0.996572771385846
